iter	Passed	Remaining
250	2594	7743
251	2605	7734
252	2620	7737
253	2632	7730
254	2645	7729
255	2660	7731
256	2673	7730
257	2685	7724
258	2702	7732
259	2716	7732
260	2726	7719
261	2737	7711
262	2750	7707
263	2761	7699
264	2769	7680
265	2776	7661
266	2784	7643
267	2792	7626
268	2803	7618
269	2812	7604
270	2821	7590
271	2830	7576
272	2840	7564
273	2850	7551
274	2860	7540
275	2867	7522
276	2875	7505
277	2886	7496
278	2900	7496
279	2914	7494
280	2926	7488
281	2942	7492
282	2955	7487
283	2968	7485
284	2981	7480
285	2994	7475
286	3008	7473
287	3020	7468
288	3029	7453
289	3038	7438
290	3046	7422
291	3054	7405
292	3062	7389
293	3070	7373
294	3078	7356
295	3087	7343
296	3098	7335
297	3107	7320
298	3116	7305
299	3124	7290
300	3133	7276
301	3141	7261
302	3150	7247
303	3159	7233
304	3168	7220
305	3176	7204
306	3184	7188
307	3192	7172
308	3200	7156
309	3208	7140
310	3216	7125
311	3223	7108
312	3231	7093
313	3240	7078
314	3248	7063
315	3256	7049
316	3265	7035
317	3274	7023
318	3288	7019
319	3301	7014
320	3315	7013
321	3330	7012
322	3342	7005
323	3354	6999
324	3372	7003
325	3384	6997
326	3396	6991
327	3409	6986
328	3419	6973
329	3429	6963
330	3439	6951
331	3446	6935
332	3454	6920
333	3462	6904
334	3470	6889
335	3478	6874
336	3486	6858
337	3495	6846
338	3505	6835
339	3513	6819
340	3520	6803
341	3528	6788
342	3536	6773
343	3543	6758
344	3551	6742
345	3559	6727
346	3567	6713
347	3577	6701
348	3585	6687
349	3593	6672
350	3601	6659
351	3609	6644
352	3617	6630
353	3625	6615
354	3634	6602
355	3641	6587
356	3649	6573
357	3657	6558
358	3665	6544
359	3673	6530
360	3683	6519
361	3698	6517
362	3708	6508
363	3723	6505
364	3735	6499
365	3749	6494
366	3763	6490
367	3774	6482
368	3788	6478
369	3855	6564
370	3881	6580
371	3892	6570
372	3908	6570
373	3938	6592
374	3952	6587
375	3961	6574
376	3970	6560
377	3979	6548
378	3988	6535
379	3996	6520
380	4004	6505
381	4011	6490
382	4019	6475
383	4027	6460
384	4036	6447
385	4044	6432
386	4052	6418
387	4060	6404
388	4068	6390
389	4076	6376
390	4084	6362
391	4092	6348
392	4103	6338
393	4116	6331
394	4127	6321
395	4142	6318
396	4154	6310
397	4169	6306
398	4179	6296
399	4192	6289
400	4201	6276
401	4209	6262
402	4218	6248
403	4226	6234
404	4233	6219
405	4241	6205
406	4249	6191
407	4257	6176
408	4265	6163
409	4272	6148
410	4281	6135
411	4289	6121
412	4298	6109
413	4308	6098
414	4316	6084
415	4324	6070
416	4331	6056
417	4339	6042
418	4347	6028
419	4356	6015
420	4364	6001
421	4372	5988
422	4383	5979
423	4396	5972
424	4410	5966
425	4421	5957
426	4435	5952
427	4446	5941
428	4456	5931
429	4468	5923
430	4479	5913
431	4494	5909
432	4509	5904
433	4524	5900
434	4537	5893
435	4552	5889
436	4570	5888
437	4584	5882
438	4601	5880
439	4618	5878
440	4640	5881
441	4652	5873
442	4671	5873
443	4687	5869
444	4701	5863
445	4715	5857
446	4731	5854
447	4743	5845
448	4754	5834
449	4762	5821
450	4771	5808
451	4780	5795
452	4788	5782
453	4796	5768
454	4805	5756
455	4815	5744
456	4824	5732
457	4832	5719
458	4840	5705
459	4848	5691
460	4856	5677
461	4864	5664
462	4874	5653
463	4881	5639
464	4889	5625
465	4897	5611
466	4904	5598
467	4912	5584
468	4920	5570
469	4929	5558
470	4938	5546
471	4950	5537
472	4960	5526
473	4971	5516
474	4984	5509
475	4993	5497
476	5001	5484
477	5010	5471
478	5018	5458
479	5028	5447
480	5044	5442
481	5059	5437
482	5069	5426
483	5078	5414
484	5091	5406
485	5101	5395
486	5112	5385
487	5124	5376
488	5134	5365
489	5142	5352
490	5150	5339
491	5158	5326
492	5166	5312
493	5173	5299
494	5181	5286
495	5189	5273
496	5197	5260
497	5205	5247
498	5214	5234
499	5222	5222
500	5230	5209
501	5240	5198
502	5250	5187
503	5258	5174
504	5265	5161
505	5274	5149
506	5281	5135
507	5290	5123
508	5297	5110
509	5305	5097
510	5313	5084
511	5321	5072
512	5329	5059
513	5337	5046
514	5345	5033
515	5354	5022
516	5363	5010
517	5372	4998
518	5379	4985
519	5387	4972
520	5394	4959
521	5402	4947
522	5410	4934
523	5418	4921
524	5426	4909
525	5434	4897
526	5442	4885
527	5451	4873
528	5459	4860
529	5467	4848
530	5475	4836
531	5483	4824
532	5492	4812
533	5500	4799
534	5508	4788
535	5516	4775
536	5526	4764
537	5537	4755
538	5544	4742
539	5552	4729
540	5574	4729
541	5582	4717
542	5590	4705
543	5599	4693
544	5606	4680
545	5615	4669
546	5623	4656
547	5632	4645
548	5640	4634
549	5650	4623
550	5664	4615
551	5678	4608
552	5691	4600
553	5705	4593
554	5717	4584
555	5729	4575
556	5744	4568
557	5757	4560
558	5770	4552
559	5784	4544
560	5795	4535
561	5807	4526
562	5817	4515
563	5825	4503
564	5835	4492
565	5844	4481
566	5852	4469
567	5861	4457
568	5869	4445
569	5877	4434
570	5886	4422
571	5894	4410
572	5902	4398
573	5910	4386
574	5918	4374
575	5926	4362
576	5934	4350
577	5944	4339
578	5953	4328
579	5961	4316
580	5968	4304
581	5975	4292
582	5984	4280
583	5991	4268
584	6000	4256
585	6008	4244
586	6016	4233
587	6024	4221
588	6032	4209
589	6041	4198
590	6049	4186
591	6057	4174
592	6067	4164
593	6079	4155
594	6093	4147
595	6106	4139
596	6121	4132
597	6132	4122
598	6141	4111
599	6156	4104
600	6166	4094
601	6180	4085
602	6192	4077
603	6204	4068
604	6215	4058
605	6225	4047
606	6238	4039
607	6246	4027
608	6255	4016
609	6263	4004
610	6271	3992
611	6279	3980
612	6286	3969
613	6294	3957
614	6303	3946
615	6312	3934
616	6319	3923
617	6328	3911
618	6336	3899
619	6344	3888
620	6351	3876
621	6361	3865
622	6368	3854
623	6376	3842
624	6384	3830
625	6392	3819
626	6400	3807
627	6410	3797
628	6420	3786
629	6427	3775
630	6435	3763
631	6442	3751
632	6450	3739
633	6458	3728
634	6466	3717
635	6474	3705
636	6484	3695
637	6493	3684
638	6507	3676
639	6522	3669
640	6533	3659
641	6543	3648
642	6559	3641
643	6570	3632
644	6581	3622
645	6594	3613
646	6607	3605
647	6621	3596
648	6635	3588
649	6646	3579
650	6659	3569
651	6669	3559
652	6678	3548
653	6687	3537
654	6695	3526
655	6703	3515
656	6712	3504
657	6721	3493
658	6729	3482
659	6736	3470
660	6744	3459
661	6752	3447
662	6760	3436
663	6769	3425
664	6777	3414
665	6785	3402
666	6794	3391
667	6802	3380
668	6811	3370
669	6819	3358
670	6827	3347
671	6834	3336
672	6843	3325
673	6851	3313
674	6860	3303
675	6869	3292
676	6877	3281
677	6885	3269
678	6893	3258
679	6903	3248
680	6914	3238
681	6927	3230
682	6940	3221
683	6953	3212
684	6967	3203
685	6980	3195
686	6992	3185
687	7005	3177
688	7019	3168
689	7030	3158
690	7042	3149
691	7050	3138
692	7059	3127
693	7066	3115
694	7075	3104
695	7084	3094
696	7093	3083
697	7104	3073
698	7113	3063
699	7121	3052
700	7131	3041
701	7140	3031
702	7148	3020
703	7156	3008
704	7164	2997
705	7172	2986
706	7179	2975
707	7187	2964
708	7195	2953
709	7203	2942
710	7211	2931
711	7219	2920
712	7227	2909
713	7236	2898
714	7245	2888
715	7253	2876
716	7261	2866
717	7269	2855
718	7279	2844
719	7294	2836
720	7306	2827
721	7324	2820
722	7335	2810
723	7351	2802
724	7364	2793
725	7374	2783
726	7385	2773
727	7398	2764
728	7410	2754
729	7421	2745
730	7435	2736
731	7449	2727
732	7463	2718
733	7474	2708
734	7483	2698
735	7509	2693
736	7565	2699
737	7581	2691
738	7606	2686
739	7615	2675
740	7623	2664
741	7631	2653
742	7640	2642
743	7648	2631
744	7656	2620
745	7664	2609
746	7671	2598
747	7682	2588
748	7693	2578
749	7706	2568
750	7720	2559
751	7733	2550
752	7746	2540
753	7759	2531
754	7773	2522
755	7784	2512
756	7797	2502
757	7809	2493
758	7822	2483
759	7832	2473
760	7845	2464
761	7854	2453
762	7861	2442
763	7869	2430
764	7878	2420
765	7886	2409
766	7894	2398
767	7901	2386
768	7909	2375
769	7917	2364
770	7925	2354
771	7933	2343
772	7941	2332
773	7949	2321
774	7957	2310
775	7965	2299
776	7974	2288
777	7982	2277
778	7991	2267
779	7999	2256
780	8007	2245
781	8015	2234
782	8023	2223
783	8031	2212
784	8039	2201
785	8047	2191
786	8055	2180
787	8064	2169
788	8074	2159
789	8086	2149
790	8097	2139
791	8113	2130
792	8126	2121
793	8140	2111
794	8154	2102
795	8164	2092
796	8176	2082
797	8188	2072
798	8203	2063
799	8213	2053
800	8222	2042
801	8236	2033
802	8246	2023
803	8259	2013
804	8269	2003
805	8282	1993
806	8292	1983
807	8301	1972
808	8314	1963
809	8327	1953
810	8341	1943
811	8353	1934
812	8365	1924
813	8375	1913
814	8385	1903
815	8396	1893
816	8407	1883
817	8417	1872
818	8427	1862
819	8437	1852
820	8449	1842
821	8459	1831
822	8467	1821
823	8475	1810
824	8482	1799
825	8491	1788
826	8500	1778
827	8508	1767
828	8516	1756
829	8524	1745
830	8532	1735
831	8540	1724
832	8550	1714
833	8558	1703
834	8566	1692
835	8575	1682
836	8582	1671
837	8590	1660
838	8598	1649
839	8606	1639
840	8614	1628
841	8622	1617
842	8633	1607
843	8645	1598
844	8660	1588
845	8672	1578
846	8685	1568
847	8699	1559
848	8713	1549
849	8724	1539
850	8734	1529
851	8747	1519
852	8760	1509
853	8769	1499
854	8784	1489
855	8794	1479
856	8808	1469
857	8820	1459
858	8837	1450
859	8848	1440
860	8858	1430
861	8867	1419
862	8881	1409
863	8893	1399
864	8904	1389
865	8915	1379
866	8925	1369
867	8933	1358
868	8942	1348
869	8953	1337
870	8962	1327
871	8970	1316
872	8979	1306
873	8987	1295
874	8995	1285
875	9004	1274
876	9012	1263
877	9021	1253
878	9030	1243
879	9039	1232
880	9046	1221
881	9055	1211
882	9064	1201
883	9072	1190
884	9081	1180
885	9091	1169
886	9100	1159
887	9113	1149
888	9123	1139
889	9136	1129
890	9149	1119
891	9163	1109
892	9177	1099
893	9189	1089
894	9199	1079
895	9208	1068
896	9225	1059
897	9235	1049
898	9248	1039
899	9260	1028
900	9272	1018
901	9283	1008
902	9293	998
903	9303	987
904	9310	977
905	9318	966
906	9326	956
907	9334	945
908	9341	935
909	9349	924
910	9357	914
911	9365	903
912	9375	893
913	9382	882
914	9390	872
915	9398	861
916	9406	851
917	9414	840
918	9423	830
919	9431	820
920	9438	809
921	9446	799
922	9454	788
923	9463	778
924	9472	768
925	9481	757
926	9489	747
927	9497	736
928	9504	726
929	9512	715
930	9521	705
931	9528	695
932	9536	684
933	9545	674
934	9557	664
935	9568	654
936	9576	643
937	9585	633
938	9594	623
939	9602	612
940	9611	602
941	9619	592
942	9627	581
943	9635	571
944	9643	561
945	9651	550
946	9659	540
947	9667	530
948	9677	520
949	9684	509
950	9692	499
951	9700	489
952	9708	478
953	9716	468
954	9724	458
955	9733	447
956	9741	437
957	9749	427
958	9757	417
959	9766	406
960	9775	396
961	9785	386
962	9797	376
963	9815	366
964	9827	356
965	9840	346
966	9852	336
967	9866	326
968	9883	316
969	9893	305
970	9905	295
971	9919	285
972	9935	275
973	9947	265
974	9962	255
975	9973	245
976	9985	235
977	9995	224
978	10004	214
979	10012	204
980	10021	194
981	10029	183
982	10038	173
983	10047	163
984	10056	153
985	10066	142
986	10074	132
987	10083	122
988	10091	112
989	10099	102
990	10109	91
991	10117	81
992	10126	71
993	10134	61
994	10142	50
995	10150	40
996	10158	30
997	10166	20
998	10175	10
999	10183	0
